district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
720,Rhea County Schools,65,Rhea Central Elementary,2018,All Students,578,4.3,8.6,2017
720,Rhea County Schools,65,Rhea Central Elementary,2018,Black/Hispanic/Native,126,0.8,.7,2017
720,Rhea County Schools,65,Rhea Central Elementary,2018,Economically Disadvantaged,336,5.4,12.4,2017
720,Rhea County Schools,65,Rhea Central Elementary,2018,English Learners,66,0,0,2017
720,Rhea County Schools,65,Rhea Central Elementary,2018,Students with Disabilities,71,8.5,15.8,2017
720,Rhea County Schools,70,Rhea Middle School,2018,All Students,607,9.4,15.4,2017
720,Rhea County Schools,70,Rhea Middle School,2018,Black/Hispanic/Native,89,5.6,15.5,2017
720,Rhea County Schools,70,Rhea Middle School,2018,Economically Disadvantaged,284,17.3,21.5,2017
720,Rhea County Schools,70,Rhea Middle School,2018,English Learners,0,*,*,
720,Rhea County Schools,70,Rhea Middle School,2018,Students with Disabilities,69,18.8,13.5,2017
721,Dayton City School,0,,2018,All Students,846,9.1,8.1,2017
721,Dayton City School,0,,2018,Black/Hispanic/Native,176,5.1,6.5,2017
721,Dayton City School,0,,2018,Economically Disadvantaged,384,15.4,11.5,2017
721,Dayton City School,0,,2018,English Learners,74,2.7,0,2017
721,Dayton City School,0,,2018,Students with Disabilities,110,18.2,20.2,2017
721,Dayton City School,5,Dayton City Elementary,2018,All Students,846,9.1,8.1,2017
721,Dayton City School,5,Dayton City Elementary,2018,Black/Hispanic/Native,176,5.1,6.5,2017
721,Dayton City School,5,Dayton City Elementary,2018,Economically Disadvantaged,384,15.4,11.5,2017
721,Dayton City School,5,Dayton City Elementary,2018,English Learners,74,2.7,0,2017
721,Dayton City School,5,Dayton City Elementary,2018,Students with Disabilities,110,18.2,20.2,2017
730,Roane County Schools,0,,2018,All Students,6395,12.4,13,2017
730,Roane County Schools,0,,2018,Black/Hispanic/Native,570,13.0,13.3,2017
730,Roane County Schools,0,,2018,Economically Disadvantaged,2383,20.9,21.6,2017
730,Roane County Schools,0,,2018,English Learners,14,7.1,5,2017
730,Roane County Schools,0,,2018,Students with Disabilities,1101,17.8,17.4,2017
730,Roane County Schools,5,Cherokee Middle School,2018,All Students,503,7.2,9.7,2017
730,Roane County Schools,5,Cherokee Middle School,2018,Black/Hispanic/Native,38,2.6,10.5,2017
730,Roane County Schools,5,Cherokee Middle School,2018,Economically Disadvantaged,127,15.0,20.6,2017
730,Roane County Schools,5,Cherokee Middle School,2018,English Learners,0,*,*,
730,Roane County Schools,5,Cherokee Middle School,2018,Students with Disabilities,74,14.9,15.5,2017
730,Roane County Schools,14,Harriman Middle School,2018,All Students,280,11.4,17.3,2017
730,Roane County Schools,14,Harriman Middle School,2018,Black/Hispanic/Native,33,6.1,14.3,2017
730,Roane County Schools,14,Harriman Middle School,2018,Economically Disadvantaged,122,16.4,23.3,2017
730,Roane County Schools,14,Harriman Middle School,2018,English Learners,,*,*,
730,Roane County Schools,14,Harriman Middle School,2018,Students with Disabilities,51,13.7,17.6,2017
730,Roane County Schools,15,Harriman High School,2018,All Students,357,23.8,21.7,2017
730,Roane County Schools,15,Harriman High School,2018,Black/Hispanic/Native,77,31.2,22.9,2017
730,Roane County Schools,15,Harriman High School,2018,Economically Disadvantaged,167,35.3,31.3,2017
730,Roane County Schools,15,Harriman High School,2018,English Learners,0,*,*,
730,Roane County Schools,15,Harriman High School,2018,Students with Disabilities,50,20.0,16.7,2017
730,Roane County Schools,28,Bowers Elementary,2018,All Students,565,13.6,13.3,2017
730,Roane County Schools,28,Bowers Elementary,2018,Black/Hispanic/Native,102,12.7,12.1,2017
730,Roane County Schools,28,Bowers Elementary,2018,Economically Disadvantaged,309,19.4,16.7,2017
730,Roane County Schools,28,Bowers Elementary,2018,English Learners,0,*,*,
730,Roane County Schools,28,Bowers Elementary,2018,Students with Disabilities,115,18.3,16.7,2017
730,Roane County Schools,35,Kingston Elementary,2018,All Students,678,9.1,7.9,2017
730,Roane County Schools,35,Kingston Elementary,2018,Black/Hispanic/Native,56,7.1,7,2017
730,Roane County Schools,35,Kingston Elementary,2018,Economically Disadvantaged,202,17.3,15.7,2017
730,Roane County Schools,35,Kingston Elementary,2018,English Learners,0,*,*,
730,Roane County Schools,35,Kingston Elementary,2018,Students with Disabilities,101,9.9,15.9,2017
730,Roane County Schools,45,Midtown Elementary,2018,All Students,306,8.8,5.5,2017
730,Roane County Schools,45,Midtown Elementary,2018,Black/Hispanic/Native,34,5.9,*,
730,Roane County Schools,45,Midtown Elementary,2018,Economically Disadvantaged,119,14.3,9.5,2017
730,Roane County Schools,45,Midtown Elementary,2018,English Learners,0,*,*,
730,Roane County Schools,45,Midtown Elementary,2018,Students with Disabilities,53,13.2,10,2017
730,Roane County Schools,47,Midway Elementary,2018,All Students,354,9.3,10.2,2017
730,Roane County Schools,47,Midway Elementary,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,47,Midway Elementary,2018,Economically Disadvantaged,134,12.7,16.5,2017
730,Roane County Schools,47,Midway Elementary,2018,English Learners,0,*,*,
730,Roane County Schools,47,Midway Elementary,2018,Students with Disabilities,90,15.6,16.5,2017
730,Roane County Schools,48,Midway Middle School,2018,All Students,180,6.7,7,2017
730,Roane County Schools,48,Midway Middle School,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,48,Midway Middle School,2018,Economically Disadvantaged,50,12.0,20.3,2017
730,Roane County Schools,48,Midway Middle School,2018,English Learners,,*,*,
730,Roane County Schools,48,Midway Middle School,2018,Students with Disabilities,32,12.5,8.3,2017
730,Roane County Schools,50,Midway High School,2018,All Students,253,9.1,8.7,2017
730,Roane County Schools,50,Midway High School,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,50,Midway High School,2018,Economically Disadvantaged,56,21.4,21.6,2017
730,Roane County Schools,50,Midway High School,2018,English Learners,,*,*,
730,Roane County Schools,50,Midway High School,2018,Students with Disabilities,53,17.0,17.9,2017
730,Roane County Schools,60,Oliver Springs Middle,2018,All Students,201,16.9,13.9,2017
730,Roane County Schools,60,Oliver Springs Middle,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,60,Oliver Springs Middle,2018,Economically Disadvantaged,65,23.1,22.7,2017
730,Roane County Schools,60,Oliver Springs Middle,2018,English Learners,,*,*,
730,Roane County Schools,60,Oliver Springs Middle,2018,Students with Disabilities,31,22.6,19.4,2017
730,Roane County Schools,65,Oliver Springs High School,2018,All Students,316,23.7,19.5,2017
730,Roane County Schools,65,Oliver Springs High School,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,65,Oliver Springs High School,2018,Economically Disadvantaged,99,46.5,37.1,2017
730,Roane County Schools,65,Oliver Springs High School,2018,English Learners,,*,*,
730,Roane County Schools,65,Oliver Springs High School,2018,Students with Disabilities,48,43.8,28.8,2017
730,Roane County Schools,77,Ridge View Elementary,2018,All Students,580,11.6,10.8,2017
730,Roane County Schools,77,Ridge View Elementary,2018,Black/Hispanic/Native,62,8.1,8.7,2017
730,Roane County Schools,77,Ridge View Elementary,2018,Economically Disadvantaged,332,14.2,14.5,2017
730,Roane County Schools,77,Ridge View Elementary,2018,English Learners,0,*,*,
730,Roane County Schools,77,Ridge View Elementary,2018,Students with Disabilities,138,13.8,11.4,2017
730,Roane County Schools,80,Roane County High School,2018,All Students,726,7.6,11,2017
730,Roane County Schools,80,Roane County High School,2018,Black/Hispanic/Native,40,10.0,14.3,2017
730,Roane County Schools,80,Roane County High School,2018,Economically Disadvantaged,151,18.5,29.1,2017
730,Roane County Schools,80,Roane County High School,2018,English Learners,0,*,*,
730,Roane County Schools,80,Roane County High School,2018,Students with Disabilities,87,20.7,17.7,2017
730,Roane County Schools,81,Midtown Educational Center,2018,All Students,,*,*,
730,Roane County Schools,81,Midtown Educational Center,2018,Black/Hispanic/Native,,*,*,
730,Roane County Schools,81,Midtown Educational Center,2018,Economically Disadvantaged,,*,*,
730,Roane County Schools,81,Midtown Educational Center,2018,English Learners,,*,*,
730,Roane County Schools,81,Midtown Educational Center,2018,Students with Disabilities,,*,*,
730,Roane County Schools,85,Rockwood High School,2018,All Students,413,21.3,23.7,2017
730,Roane County Schools,85,Rockwood High School,2018,Black/Hispanic/Native,30,20.0,*,
730,Roane County Schools,85,Rockwood High School,2018,Economically Disadvantaged,161,36.0,34,2017
730,Roane County Schools,85,Rockwood High School,2018,English Learners,0,*,*,
730,Roane County Schools,85,Rockwood High School,2018,Students with Disabilities,64,29.7,35,2017
730,Roane County Schools,90,Rockwood Middle School,2018,All Students,323,15.5,16.3,2017
730,Roane County Schools,90,Rockwood Middle School,2018,Black/Hispanic/Native,30,13.3,3.1,2017
730,Roane County Schools,90,Rockwood Middle School,2018,Economically Disadvantaged,150,22.7,23.1,2017
730,Roane County Schools,90,Rockwood Middle School,2018,English Learners,,*,*,
730,Roane County Schools,90,Rockwood Middle School,2018,Students with Disabilities,52,21.2,24.6,2017
730,Roane County Schools,95,Dyllis Springs Elementary,2018,All Students,367,10.9,12,2017
730,Roane County Schools,95,Dyllis Springs Elementary,2018,Black/Hispanic/Native,0,*,*,
730,Roane County Schools,95,Dyllis Springs Elementary,2018,Economically Disadvantaged,146,19.2,18.7,2017
730,Roane County Schools,95,Dyllis Springs Elementary,2018,English Learners,,*,*,
730,Roane County Schools,95,Dyllis Springs Elementary,2018,Students with Disabilities,77,18.2,11.3,2017
740,Robertson County Schools,0,,2018,All Students,11196,11.0,7.4,2017
740,Robertson County Schools,0,,2018,Black/Hispanic/Native,2974,10.7,6.8,2017
740,Robertson County Schools,0,,2018,Economically Disadvantaged,3796,17.6,12.7,2017
740,Robertson County Schools,0,,2018,English Learners,777,7.6,4.5,2017
740,Robertson County Schools,0,,2018,Students with Disabilities,1673,16.9,10.4,2017
740,Robertson County Schools,15,Crestview Elementary School,2018,All Students,798,10.0,7.3,2017
740,Robertson County Schools,15,Crestview Elementary School,2018,Black/Hispanic/Native,401,7.7,5.4,2017
740,Robertson County Schools,15,Crestview Elementary School,2018,Economically Disadvantaged,405,12.3,10.5,2017
740,Robertson County Schools,15,Crestview Elementary School,2018,English Learners,136,8.1,5.3,2017
740,Robertson County Schools,15,Crestview Elementary School,2018,Students with Disabilities,108,13.0,7.8,2017
740,Robertson County Schools,20,Cheatham Park Elementary,2018,All Students,335,6.9,4.2,2017
740,Robertson County Schools,20,Cheatham Park Elementary,2018,Black/Hispanic/Native,231,5.2,2.9,2017
740,Robertson County Schools,20,Cheatham Park Elementary,2018,Economically Disadvantaged,218,8.3,5,2017
740,Robertson County Schools,20,Cheatham Park Elementary,2018,English Learners,96,3.1,3.3,2017
740,Robertson County Schools,20,Cheatham Park Elementary,2018,Students with Disabilities,54,11.1,1.7,2017
740,Robertson County Schools,25,Coopertown Elementary,2018,All Students,332,12.0,5.4,2017
740,Robertson County Schools,25,Coopertown Elementary,2018,Black/Hispanic/Native,107,10.3,3.9,2017
740,Robertson County Schools,25,Coopertown Elementary,2018,Economically Disadvantaged,129,19.4,10.6,2017
740,Robertson County Schools,25,Coopertown Elementary,2018,English Learners,64,7.8,0,2017
740,Robertson County Schools,25,Coopertown Elementary,2018,Students with Disabilities,51,17.6,10.2,2017
740,Robertson County Schools,26,Coopertown Middle School,2018,All Students,506,11.5,8.2,2017
740,Robertson County Schools,26,Coopertown Middle School,2018,Black/Hispanic/Native,127,14.2,7.8,2017
740,Robertson County Schools,26,Coopertown Middle School,2018,Economically Disadvantaged,163,20.2,14.7,2017
740,Robertson County Schools,26,Coopertown Middle School,2018,English Learners,41,7.3,7.7,2017
740,Robertson County Schools,26,Coopertown Middle School,2018,Students with Disabilities,79,21.5,15.6,2017
740,Robertson County Schools,28,East Robertson Elementary,2018,All Students,515,7.6,5.3,2017
740,Robertson County Schools,28,East Robertson Elementary,2018,Black/Hispanic/Native,65,3.1,8.5,2017
740,Robertson County Schools,28,East Robertson Elementary,2018,Economically Disadvantaged,149,12.1,9.9,2017
740,Robertson County Schools,28,East Robertson Elementary,2018,English Learners,0,*,*,
740,Robertson County Schools,28,East Robertson Elementary,2018,Students with Disabilities,91,8.8,10.6,2017
740,Robertson County Schools,32,East Robertson High School,2018,All Students,678,13.0,8.8,2017
740,Robertson County Schools,32,East Robertson High School,2018,Black/Hispanic/Native,59,8.5,19.2,2017
740,Robertson County Schools,32,East Robertson High School,2018,Economically Disadvantaged,156,21.2,20.2,2017
740,Robertson County Schools,32,East Robertson High School,2018,English Learners,0,*,*,
740,Robertson County Schools,32,East Robertson High School,2018,Students with Disabilities,92,22.8,13.1,2017
740,Robertson County Schools,35,Greenbrier Elementary,2018,All Students,631,8.6,7.9,2017
740,Robertson County Schools,35,Greenbrier Elementary,2018,Black/Hispanic/Native,48,10.4,14,2017
740,Robertson County Schools,35,Greenbrier Elementary,2018,Economically Disadvantaged,165,14.5,18.1,2017
740,Robertson County Schools,35,Greenbrier Elementary,2018,English Learners,0,*,*,
740,Robertson County Schools,35,Greenbrier Elementary,2018,Students with Disabilities,107,12.1,9.2,2017
740,Robertson County Schools,38,Greenbrier Middle School,2018,All Students,657,8.4,6.1,2017
740,Robertson County Schools,38,Greenbrier Middle School,2018,Black/Hispanic/Native,124,3.2,6,2017
740,Robertson County Schools,38,Greenbrier Middle School,2018,Economically Disadvantaged,191,14.7,10.4,2017
740,Robertson County Schools,38,Greenbrier Middle School,2018,English Learners,0,*,*,
740,Robertson County Schools,38,Greenbrier Middle School,2018,Students with Disabilities,107,9.3,5.7,2017
740,Robertson County Schools,40,Greenbrier High School,2018,All Students,803,13.1,9.6,2017
740,Robertson County Schools,40,Greenbrier High School,2018,Black/Hispanic/Native,92,19.6,9.4,2017
740,Robertson County Schools,40,Greenbrier High School,2018,Economically Disadvantaged,171,26.3,23.9,2017
740,Robertson County Schools,40,Greenbrier High School,2018,English Learners,0,*,*,
740,Robertson County Schools,40,Greenbrier High School,2018,Students with Disabilities,119,20.2,13,2017
740,Robertson County Schools,45,Jo Byrns High School,2018,All Students,619,16.6,9,2017
740,Robertson County Schools,45,Jo Byrns High School,2018,Black/Hispanic/Native,89,13.5,4.9,2017
740,Robertson County Schools,45,Jo Byrns High School,2018,Economically Disadvantaged,171,28.7,16.5,2017
